viejo,old,https://drive.google.com/uc?id=1b6X0dTQyOx-04zmT_btCSdQJk1egC4ed,https://upload.wikimedia.org/wikipedia/commons/c/c4/LL-Q1321_%28spa%29-Rodelar-viejo.wav,bee-ay-hoh
sonar,sound,https://drive.google.com/uc?id=14E9ldbq2f-h9Xvreo8rSRzd7PwZXXeZ7,https://upload.wikimedia.org/wikipedia/commons/0/05/LL-Q14185_%28oci%29-Davidgrosclaude-sonar.wav,soh-nahr
personas,people,https://drive.google.com/uc?id=1B9Cquj8HntgMwJfeWVkCdl92zr9tXaO9,https://upload.wikimedia.org/wikipedia/commons/5/5d/LL-Q1321_%28spa%29-AdrianAbdulBaha-persona.wav,pehr-soh-nah
agua,water,https://drive.google.com/uc?id=1w8pjmmmRu-8AVb_XZNa4TXU2pDuFCjk3,https://upload.wikimedia.org/wikipedia/commons/9/98/Es-am-lat-agua.ogg,ah-gwah
encontrar,find,https://drive.google.com/uc?id=1T5SwUvcEFzSHN0rpHEAsxeTauDz6ew7K,https://upload.wikimedia.org/wikipedia/commons/d/dd/LL-Q1321_%28spa%29-AdrianAbdulBaha-encontrar.wav,ehn-kohn-trahr
cabeza,head,https://drive.google.com/uc?id=1oZBhsHN3HElZd4ezwRRV2itwlRou_a4_,https://upload.wikimedia.org/wikipedia/commons/0/06/Es-am-lat-cabeza.ogg,kah-bay-sah
escuela,school,https://drive.google.com/uc?id=1QGCB4_-JvX50fg8n_EBxWzTjZliebLAd,https://easypronunciation.com/audio_hash/spanish_mexican/100/0f4f439fbc718c76254904f550cd6219.mp3,ehs-kweh-lah
planta,plant,https://drive.google.com/uc?id=1b1LE-0-D1hcc2Y--C4BRvny5aLZASjcG,https://upload.wikimedia.org/wikipedia/commons/3/39/LL-Q1321_%28spa%29-AdrianAbdulBaha-planta.wav,plan-tah
alimentos,food,https://drive.google.com/uc?id=1HnI_hTFpd11ZkWK6aSdVx8ddqoe9wHQe,https://easypronunciation.com/audio_hash/spanish_mexican/100/b80563f18b58b8c48249a767684ced3d.mp3,ah-lee-men-toe
sol,sun,https://drive.google.com/uc?id=15maS5SqtVVP3mFCLCvxsB__o3R7ZJlun,https://upload.wikimedia.org/wikipedia/commons/d/dd/LL-Q1321_%28spa%29-Rodelar-sol.wav,sohl
ojo,eye,https://drive.google.com/uc?id=1xZBlAeQ8178UgjtFu_t8yYEvWQJznirw,https://upload.wikimedia.org/wikipedia/commons/1/1e/LL-Q1321_%28spa%29-Rodelar-ojo.wav,oh-hoh
ciudad,city,https://drive.google.com/uc?id=1Z-Eso3WBagIwQQkrFFQ4kMa9bzHNIiko,https://upload.wikimedia.org/wikipedia/commons/7/79/Es-am-lat-ciudad.ogg,see-you-dad
árbol,tree,https://drive.google.com/uc?id=1scxEYcS5F1AGcDAi7XdVkFdNahKQhpHX,https://upload.wikimedia.org/wikipedia/commons/b/bc/LL-Q1321_%28spa%29-Rodelar-%C3%A1rbol.wav,ahr-bohl
cruzar,cross,https://drive.google.com/uc?id=1scxEYcS5F1AGcDAi7XdVkFdNahKQhpHX,https://www.collinsdictionary.com/sounds/hwd_sounds/ES-419-W0021230.mp3,crew-sahr
granja,farm,https://drive.google.com/uc?id=12LG0-BY8sKZCzCXjYJSdjl50Ajy7G1n4,file:///Users/parker/Downloads/pronunciation_es_granja.mp3,grahn-hah
mar,sea,https://drive.google.com/uc?id=1vV-96d_LmXNc8RvexV2ED_UGtefn0o0b,https://upload.wikimedia.org/wikipedia/commons/9/9b/LL-Q1321_%28spa%29-Rodelar-mar.wav,mar
prensa,press,https://drive.google.com/uc?id=1wz3kTAGMtSn7AqzPecrg1FSon8fRY3Lp,https://easypronunciation.com/audio_hash/spanish_mexican/100/f9c4f8b2afc5b8380046a95549fbc0b4.mp3,prehn-sah
norte,north,https://drive.google.com/uc?id=1-nHzOe6zM5yX4ng0JZtO8NQerefiUvou,https://upload.wikimedia.org/wikipedia/commons/e/e7/LL-Q1321_%28spa%29-AdrianAbdulBaha-norte.wav,nohr-tay
caballo,horse,https://drive.google.com/uc?id=1idwRAshrCj3iqJKBWptip1F5brKvPLEg,https://easypronunciation.com/audio_hash/spanish_mexican/100/38261c07c2e294b4c1cf34c32f724df0.mp3,kah-bah-yoh
colores,color,https://drive.google.com/uc?id=1Xe-XRf-TCnHc4Pl09lYZrsowhq1vEQqV,https://easypronunciation.com/audio_hash/spanish_mexican/100/2491390e38587f4f211cb7e8ffdd5040.mp3,koh-low-rehs
madera,wood,https://drive.google.com/uc?id=1UZXaScKyStwky4N6Y4wyC57NL2qRVuSr,https://upload.wikimedia.org/wikipedia/commons/3/3b/LL-Q1321_%28spa%29-AdrianAbdulBaha-madera.wav,mah-day-rah
música,music,https://drive.google.com/uc?id=1CAFZ8JtTr2_rS3ruzpMNpsbLVO_9ThVw,https://upload.wikimedia.org/wikipedia/commons/8/88/LL-Q1321_%28spa%29-AdrianAbdulBaha-m%C3%BAsica.wav,moo-see-kah
río,river,https://drive.google.com/uc?id=1LJqU_43ZMHiFE3vimwg8Rck1PyeIxMN0,https://easypronunciation.com/audio_hash/spanish_mexican/100/866e9dabe1c4aecd7684864d6e850b46.mp3,rree-oh
coche,car,https://drive.google.com/uc?id=1Bu0WHnpb5fPV03K3oh93G9fA-HqFYD6x,https://upload.wikimedia.org/wikipedia/commons/3/3b/Es-coche.wav,koh-cheh
pájaro,bird,https://drive.google.com/uc?id=1XI0NZvqTgbr6rRuJOW5UW-IHt1nXFwOz,https://upload.wikimedia.org/wikipedia/commons/d/dd/LL-Q1321_%28spa%29-Millars-p%C3%A1jaro.wav,pah-hah-roh
perro,dog,https://drive.google.com/uc?id=18hAI9GdtBIUbPOAgc4mnIrQDHg8SdkPr,https://upload.wikimedia.org/wikipedia/commons/1/15/LL-Q1321_%28spa%29-Millars-perro.wav,peh-rroh
medir,measure,https://drive.google.com/uc?id=1FkNYThtTvRawqNhd0DVUuYFdiLJ4e65f,https://en.wiktionary.org/wiki/File:LL-Q1321_(spa)-AdrianAbdulBaha-medir.wav,meh-deer
puerta,door,https://drive.google.com/uc?id=1LR74EaC8-y0I8DL-H3jJ_Xq_4jpqb661,https://upload.wikimedia.org/wikipedia/commons/6/6b/LL-Q1321_%28spa%29-AdrianAbdulBaha-puerta.wav,pwehr-tah
roca,rock,https://drive.google.com/uc?id=18iIRfaGiz6Q8JYjhGmR3_UIJ9393iDNx,https://easypronunciation.com/audio_hash/spanish_mexican/100/a8a7f96b40aacf02fcd06839896619e8.mp3,rroh-kah
fuego,fire,https://drive.google.com/uc?id=1AYrODaU6lUKyMAwfBkaANA6er2GZf_-V,https://upload.wikimedia.org/wikipedia/commons/6/6c/LL-Q1321_%28spa%29-Rodelar-fuego.wav,fweh-goh
sur,south,https://drive.google.com/uc?id=10ARi_GlYzdlVgyhFf3oa9pL1Ksp978bR,https://upload.wikimedia.org/wikipedia/commons/a/ac/LL-Q1321_%28spa%29-AdrianAbdulBaha-sur.wav,soor
rey,king,https://drive.google.com/uc?id=1_lcZrCK9jYRDI4qEnwURviCdBOOyIMBZ,https://easypronunciation.com/audio_hash/spanish_mexican/100/90022fce9fc2df4fc2468880a6f8184b.mp3,rrey
calle,street,https://drive.google.com/uc?id=1JjoQswkp78Gy79sw7JQIkiwTIqG9eMB6,https://easypronunciation.com/audio_hash/spanish_mexican/100/44d2dfdd70ddc53cae803a6d10b65ba3.mp3,kah-lee
rueda,wheel,https://drive.google.com/uc?id=1hbXXDULHaASxC_Bt0tAbPj3SVa4TQ3WZ,https://easypronunciation.com/audio_hash/spanish_mexican/100/d44fd16770b612798f22beeebb18da82.mp3,rrweh-dah
luna,moon,https://drive.google.com/uc?id=1E_eFoIddLBzDgDsdmcpxj7o404JGGQ1U,https://upload.wikimedia.org/wikipedia/commons/8/87/LL-Q1321_%28spa%29-Rodelar-luna.wav,loo-nah
isla,island,https://drive.google.com/uc?id=1syM5hLqTYaWFxPMw-dr52jh65FDBIbYd,https://upload.wikimedia.org/wikipedia/commons/c/c7/LL-Q1321_%28spa%29-AdrianAbdulBaha-isla.wav,ees-lah
pie,foot,https://drive.google.com/uc?id=1Nvs0DJKll4slkDyQ4unprNgJLUZVcr6T,https://easypronunciation.com/audio_hash/spanish_mexican/100/b018ec34200fd32e0c3e49c3b193774c.mp3,pee-ay
barco,boat,https://drive.google.com/uc?id=19tZF1qFEumKMxfdVnEkn9h6i1OnSGqiT,https://upload.wikimedia.org/wikipedia/commons/e/ee/LL-Q1321_%28spa%29-AdrianAbdulBaha-barco.wav,bahr-koh
oro,gold,https://drive.google.com/uc?id=1rLZKGkyYaI3FxvPb6EoRBlr3fciUBz9T,https://upload.wikimedia.org/wikipedia/commons/7/77/LL-Q1321_%28spa%29-Millars-oro.wav,oh-roh
juego,game,https://drive.google.com/uc?id=1Y_xpiDyyJ7E2SXhFm_UYr7Mn6Rhfd_d2,https://easypronunciation.com/audio_hash/spanish_mexican/100/efceca798b870070053ccda2c1a0c938.mp3,hweh-goh
nieve,snow,https://drive.google.com/uc?id=1Xeh5NfSMtj1ouWCF5RkHCb0LdDBMdu7l,https://upload.wikimedia.org/wikipedia/commons/b/b2/LL-Q1321_%28spa%29-Rodelar-nieve.wav,nyeh-bay
neumáticos,tire,https://drive.google.com/uc?id=1k52628bIpNclIGH9QWLOLA79Jh0ZuKYT,file:///Users/parker/Downloads/pronunciation_es_neuma%CC%81ticos.mp3,neyoo-mah-tee-koh
volar,fly,https://drive.google.com/uc?id=1fLzdL4Zlc-iO8J9mTVxBABCl3R9HKH5P,https://upload.wikimedia.org/wikipedia/commons/6/62/LL-Q1321_%28spa%29-Rodelar-volar.wav,bow-lahr
grito,cry,https://drive.google.com/uc?id=19YEYkThXfwtN6zelusBX8hAwsu67tWRe,https://upload.wikimedia.org/wikipedia/commons/1/1b/LL-Q1321_%28spa%29-AdrianAbdulBaha-grito.wav,gree-toh
máquina,machine,https://drive.google.com/uc?id=1NH6lQaK4MOwSyWwqTuABvn0eaTCgOgM8,https://upload.wikimedia.org/wikipedia/commons/c/cf/LL-Q1321_%28spa%29-AdrianAbdulBaha-m%C3%A1quina.wav,mah-key-nah
caja,box,https://drive.google.com/uc?id=1UzWuKF8KD7aOrfP21Fn_aShtT3QHFh1A,https://upload.wikimedia.org/wikipedia/commons/9/9c/LL-Q1321_%28spa%29-AdrianAbdulBaha-caja.wav,kah-hah
campo,field,https://drive.google.com/uc?id=1VJLms6Iv2l3dvdySML0LeYnyPQptkLNp,https://upload.wikimedia.org/wikipedia/commons/b/b5/Es-am-lat-campo.ogg,cam-poh
belleza,beauty,https://drive.google.com/uc?id=1dBNTK97PkPdxBK4OtF-G_BCqq6ENfmAu,https://upload.wikimedia.org/wikipedia/commons/a/ac/LL-Q1321_%28spa%29-AdrianAbdulBaha-belleza.wav,bey-yeh-thah
guerra,war,https://drive.google.com/uc?id=1f4lLGPoeycJyDQWDuIdx0Q04VSlzk_yi,https://upload.wikimedia.org/wikipedia/commons/9/90/LL-Q1321_%28spa%29-AdrianAbdulBaha-guerra.wav,geh-rrah
dinero,money,https://drive.google.com/uc?id=1NZNKHcLvYOKiasZO8MjNqjGcSvzdqW3R,https://upload.wikimedia.org/wikipedia/commons/8/83/LL-Q1321_%28spa%29-AdrianAbdulBaha-dinero.wav,dee-neh-roh
lluvia,rain,https://drive.google.com/uc?id=1MJXQcr6dOiRQbuAQAVaQqkQRP8hsO7VK,https://upload.wikimedia.org/wikipedia/commons/9/99/LL-Q1321_%28spa%29-Rodelar-lluvia.wav,jew-byah
caza,hunt,https://drive.google.com/uc?id=1KaU1NKJXodC7SvKcF_XAxB9g-7dL1oVX,https://upload.wikimedia.org/wikipedia/commons/6/6a/LL-Q1321_%28spa%29-AdrianAbdulBaha-caza.wav,kah-sah
peso,weight,https://drive.google.com/uc?id=1k7UN1AmJdOnCv7cJ7GJLqFLmT1n23EzE,https://upload.wikimedia.org/wikipedia/commons/f/f9/LL-Q1321_%28spa%29-Rodrigo5260-peso.wav,peh-soh
hielo,ice,https://drive.google.com/uc?id=151pMAP1qavsldqpZc5STFnobBpDF9c4i,https://upload.wikimedia.org/wikipedia/commons/1/12/Es-hielo.ogg,yeh-low
corazón,heart,https://drive.google.com/uc?id=1RFvSjUs1Gzcb3lhZQ-ub7ZPcaqLVZfF5,https://upload.wikimedia.org/wikipedia/commons/5/5f/Es-am-lat-coraz%C3%B3n.ogg,koh-rah-son
motor,engine,https://drive.google.com/uc?id=1JBc5mMPiRGvZP4mYlOBWVN-b9LpyUMln,https://upload.wikimedia.org/wikipedia/commons/4/4a/LL-Q1321_%28spa%29-AdrianAbdulBaha-motor.wav,moh-tohr
bosque,forest,https://drive.google.com/uc?id=1DGu0RKxKIqoGEZc1NReYVpQ6AvsJkOOn,https://upload.wikimedia.org/wikipedia/commons/f/f7/LL-Q1321_%28spa%29-Rodelar-bosque.wav,bohs-kay
sueño,sleep,https://drive.google.com/uc?id=1iSSupjYzQjdn0O3QtqnGg4hZdA4VukOd,audio_hash/spanish_mexican/100/a154ea63bbeb879ac39446538c7db699.mp3,sweh-nyoh
pierna,leg,https://drive.google.com/uc?id=194isLBDUagn_Auw4aoCwSaHeC47MUkgN,https://upload.wikimedia.org/wikipedia/commons/e/ef/LL-Q1321_%28spa%29-Rodelar-pierna.wav,pee-air-nah
instrumento,instrument,https://drive.google.com/uc?id=1Jzq9LuSuE6rPoOJa2Eq_FZeVN286rLoj,https://easypronunciation.com/audio_hash/spanish_mexican/100/1f9af4b6d3452b8a7041ed6bb6cda0fd.mp3,eens-troo-mehn-toh
vidrio,glass,https://drive.google.com/uc?id=1xNQ8JBB2tNHKOMbf24CTts1SQGjKunEk,https://upload.wikimedia.org/wikipedia/commons/6/69/LL-Q1321_%28spa%29-AdrianAbdulBaha-vidrio.wav,bee-dree-oh
hierba,grass,https://drive.google.com/uc?id=195EapY-W4lXctkgfB5_NOwFGDljcCk90,https://upload.wikimedia.org/wikipedia/commons/8/8c/LL-Q1321_%28spa%29-Rodelar-hierba.wav,yehr-bah
vaca,cow,https://drive.google.com/uc?id=1ILcoRxH1QdYt_k6xYucDxuSStoi9K0h-,https://upload.wikimedia.org/wikipedia/commons/5/58/LL-Q1321_%28spa%29-Millars-vaca.wav,bah-kah
oído,ear,https://drive.google.com/uc?id=1RrM7FOtk1FG3Q_F6Rj0wczrdw4nk_yxN,https://upload.wikimedia.org/wikipedia/commons/2/29/LL-Q1321_%28spa%29-Eavqwiki-o%C3%ADdo.wav,oh-ee-doh
lago,lake,https://drive.google.com/uc?id=1ROQXqgK87SntBe6w_mPN37kKcDHxEfR3,https://upload.wikimedia.org/wikipedia/commons/b/b6/LL-Q1321_%28spa%29-Rodelar-lago.wav,lah-goh
leche,milk,https://drive.google.com/uc?id=14y1qPeuYn9lv8S-3e3EfQpj6HVeWs5nh,https://easypronunciation.com/audio_hash/spanish_mexican/100/b04f85aad123208806de586f1830657c.mp3,lee-chey
ascenso,climb,https://drive.google.com/uc?id=1wXWgDYWbMrd70XBOfTQFztAPo1_qDRxl,file:///Users/parker/Downloads/pronunciation_es_ascenso.mp3,ah-sen-so
agujero,hole,https://drive.google.com/uc?id=1-142Vr1SCmOZ9r9Wac4wtujTLD4HV7-L,https://upload.wikimedia.org/wikipedia/commons/2/2b/LL-Q1321_%28spa%29-AdrianAbdulBaha-agujero.wav,ah-goo-heh-roh
saltar,jump,https://drive.google.com/uc?id=18IwIzJX9ljsDJqbJWDBwMnwgG-g5Et16,https://upload.wikimedia.org/wikipedia/commons/1/10/LL-Q1321_%28spa%29-AdrianAbdulBaha-saltar.wav,sahl-tahr
pueblo,village,https://drive.google.com/uc?id=13tbYgvyZSgSrMIUVBgYqH5maggb4O1L8,https://easypronunciation.com/audio_hash/spanish_mexican/100/9cde827362f9eb14ec864fe90c0d7169.mp3,pweh-bloh
pelo,hair,https://drive.google.com/uc?id=13suW9i_NMzkhch777-qwPNBtdVk0W6ZT,https://easypronunciation.com/audio_hash/spanish_mexican/100/7c2f9328814e5d5462edbc0996942d13.mp3,peh-loh
cocinero,cook,https://drive.google.com/uc?id=1LOGvLByHtSsgFkouQIc8asFwpD7BBNxb,https://upload.wikimedia.org/wikipedia/commons/6/63/LL-Q1321_%28spa%29-AdrianAbdulBaha-cocinero.wav,koh-shey-neh-roh
lucha,fight,https://drive.google.com/uc?id=1kg_4kojJpALb0ak0qTxU_m4T5XB3sZzZ,https://upload.wikimedia.org/wikipedia/commons/c/c1/LL-Q1321_%28spa%29-AdrianAbdulBaha-lucha.wav,loo-chah
fruta,fruit,https://drive.google.com/uc?id=18MIl61Z7JA1de8RVYBuJZTp5wKY7-s1o,https://upload.wikimedia.org/wikipedia/commons/f/f0/LL-Q1321_%28spa%29-Rodelar-fruta.wav,frew-ta
soldado,soldier,https://drive.google.com/uc?id=1-IoQCZeSvwOmKQ7YYY8dO540gqCXXRi6,file:///Users/parker/Downloads/pronunciation_es_soldado.mp3,sohl-dah-doh
médico,doctor,https://drive.google.com/uc?id=1DKO9JtGw4uYOdA51ayFn3aFRJcUiGv3K,https://upload.wikimedia.org/wikipedia/commons/1/19/LL-Q1321_%28spa%29-AdrianAbdulBaha-m%C3%A9dico.wav,meh-dee-koh
anillo,ring,https://drive.google.com/uc?id=1qrtXeitMP8upg_ZgQTk94QgQ1I8jxOG6,https://upload.wikimedia.org/wikipedia/commons/b/b5/LL-Q1321_%28spa%29-AdrianAbdulBaha-anillo.wav,ah-knee-yoh
hueso,bone,https://drive.google.com/uc?id=161frpUKcUXH7JskDkNmPocemDw0pDci2,https://upload.wikimedia.org/wikipedia/commons/3/3c/LL-Q1321_%28spa%29-Rodelar-hueso.wav,weh-soh
ferrocarril,rail,https://drive.google.com/uc?id=1DAxvHB79AROwsK6aG0cZT0zonPiFqXht,https://upload.wikimedia.org/wikipedia/commons/d/dd/LL-Q1321_%28spa%29-AdrianAbdulBaha-ferrocarril.wav,feh-rroh-kah-rreel
reloj,clock,https://drive.google.com/uc?id=1LmmnUmI5YIN_rJ63Y-IRyb_9Fbi8y4Nm,https://upload.wikimedia.org/wikipedia/commons/c/c0/LL-Q1321_%28spa%29-AdrianAbdulBaha-reloj.wav,rreh-lohh
manzana,apple,https://drive.google.com/uc?id=1WdY60vXcvxLjTEKGqbE3HeGpM3K-PghM,https://upload.wikimedia.org/wikipedia/commons/5/51/LL-Q1321_%28spa%29-Millars-manzana.wav,mahn-sah-nah
nadar,swim,https://drive.google.com/uc?id=1JW1cLWcypp1RsXVjPgM-mXnmYQMdfm2R,https://upload.wikimedia.org/wikipedia/commons/d/d1/LL-Q1321_%28spa%29-Rodelar-nadar.wav,nah-dahr
jardín,garden,https://drive.google.com/uc?id=thumb,https://upload.wikimedia.org/wikipedia/commons/2/2f/LL-Q1321_%28spa%29-AdrianAbdulBaha-jard%C3%ADn.wav,har-deen
oído,ear,https://drive.google.com/uc?id=thumb,https://upload.wikimedia.org/wikipedia/commons/2/29/LL-Q1321_%28spa%29-Eavqwiki-o%C3%ADdo.wav,oh-ee-doh
matar,kill,https://drive.google.com/uc?id=thumb,https://upload.wikimedia.org/wikipedia/commons/1/1c/LL-Q1321_%28spa%29-Rodelar-matar.wav,mah-tahr
lago,lake,https://drive.google.com/uc?id=thumb,https://upload.wikimedia.org/wikipedia/commons/b/b6/LL-Q1321_%28spa%29-Rodelar-lago.wav,lah-goh
leche,milk,https://drive.google.com/uc?id=thumb,https://easypronunciation.com/audio_hash/spanish_mexican/100/b04f85aad123208806de586f1830657c.mp3,lee-chey
ascenso,climb,https://drive.google.com/uc?id=thumb,file:///Users/parker/Downloads/pronunciation_es_ascenso.mp3,ah-sen-so
agujero,hole,https://drive.google.com/uc?id=thumb,https://upload.wikimedia.org/wikipedia/commons/2/2b/LL-Q1321_%28spa%29-AdrianAbdulBaha-agujero.wav,ah-goo-heh-roh
saltar,jump,https://drive.google.com/uc?id=thumb,https://upload.wikimedia.org/wikipedia/commons/1/10/LL-Q1321_%28spa%29-AdrianAbdulBaha-saltar.wav,sahl-tahr
pueblo,village,https://drive.google.com/uc?id=1,https://easypronunciation.com/audio_hash/spanish_mexican/100/9cde827362f9eb14ec864fe90c0d7169.mp3,pweh-bloh
pelo,hair,https://drive.google.com/uc?id=thumb,https://easypronunciation.com/audio_hash/spanish_mexican/100/7c2f9328814e5d5462edbc0996942d13.mp3,peh-loh
cocinero,cook,https://drive.google.com/uc?id=thumb,https://upload.wikimedia.org/wikipedia/commons/6/63/LL-Q1321_%28spa%29-AdrianAbdulBaha-cocinero.wav,koh-shey-neh-roh
lucha,fight,https://drive.google.com/uc?id=thumb,https://upload.wikimedia.org/wikipedia/commons/c/c1/LL-Q1321_%28spa%29-AdrianAbdulBaha-lucha.wav,loo-chah
fruta,fruit,https://drive.google.com/uc?id=6,https://upload.wikimedia.org/wikipedia/commons/f/f0/LL-Q1321_%28spa%29-Rodelar-fruta.wav,frew-ta
soldado,soldier,https://drive.google.com/uc?id=f,file:///Users/parker/Downloads/pronunciation_es_soldado.mp3,sohl-dah-doh
médico,doctor,https://drive.google.com/uc?id=thumb,https://upload.wikimedia.org/wikipedia/commons/1/19/LL-Q1321_%28spa%29-AdrianAbdulBaha-m%C3%A9dico.wav,meh-dee-koh
anillo,ring,https://drive.google.com/uc?id=b,https://upload.wikimedia.org/wikipedia/commons/b/b5/LL-Q1321_%28spa%29-AdrianAbdulBaha-anillo.wav,ah-knee-yoh
hueso,bone,https://drive.google.com/uc?id=c,https://upload.wikimedia.org/wikipedia/commons/3/3c/LL-Q1321_%28spa%29-Rodelar-hueso.wav,weh-soh
ferrocarril,rail,https://drive.google.com/uc?id=thumb,https://upload.wikimedia.org/wikipedia/commons/d/dd/LL-Q1321_%28spa%29-AdrianAbdulBaha-ferrocarril.wav,feh-rroh-kah-rreel
